time,upload,download
498,0.0128906,0.0128906
499,0.0128906,0.0128906
500,0.0128906,0.0128906
501,0.0128906,0.0128906
502,0.0128906,0.0128906
503,0.0128906,0.0128906
504,0.0128906,0.0128906
505,0.0128906,0.0128906
506,0.0128906,0.0128906
507,0.0128906,0.0128906
508,0.0128906,0.0128906
509,0.0128906,0.0128906
510,0.0105469,0.0117188
511,0.0105469,0.0117188
512,0.0105469,0.0117188
513,0.0392578,0.0298828
514,0.0392578,0.0298828
515,0.0392578,0.0298828
516,0.0392578,0.0298828
517,0.0392578,0.0298828
518,0.0392578,0.0298828
519,0.0392578,0.0298828
520,0.0392578,0.0298828
521,0.0392578,0.0298828
522,0.0392578,0.0298828
523,0.0128906,0.0128906
524,0.0128906,0.0128906
525,0.0128906,0.0128906
526,0.0128906,0.0128906
527,0.0128906,0.0128906
528,0.0128906,0.0128906
529,0.0128906,0.0128906
530,0.0128906,0.0128906
531,0.0128906,0.0128906
532,0.0128906,0.0128906
533,0.0128906,0.0128906
534,0.0128906,0.0128906
535,0.0128906,0.0128906
536,0.0128906,0.0128906
537,0.0128906,0.0128906
538,0.0128906,0.0128906
539,0.0128906,0.0128906
540,0.0128906,0.0128906
541,0.0105469,0.0117188
542,0.0105469,0.0117188
543,0.0105469,0.0117188
544,0.0105469,0.0117188
545,0.0105469,0.0117188
546,0.0105469,0.0117188
547,0.0105469,0.0117188
548,0.0105469,0.0117188
549,0.0105469,0.0117188
550,0.0105469,0.0117188
551,0.0128906,0.0128906
552,0.0128906,0.0128906
553,0.0128906,0.0128906
554,0.0128906,0.0128906
555,0.0128906,0.0128906
556,0.0128906,0.0128906
557,0.0128906,0.0128906
558,0.0128906,0.0128906
559,0.0128906,0.0128906
560,0.0128906,0.0128906
561,0.0128906,0.0128906
562,0.0128906,0.0128906
563,0.0128906,0.0128906
564,0.0128906,0.0128906
565,0.0128906,0.0128906
566,0.0544922,0.0351562
567,0.0544922,0.0351562
568,0.0544922,0.0351562
569,0.0544922,0.0351562
570,0.0544922,0.0351562
571,0.0544922,0.0351562
572,0.0544922,0.0351562
573,0.0544922,0.0351562
574,0.0544922,0.0351562
575,0.0544922,0.0351562
576,0.0544922,0.0351562
577,0.0544922,0.0351562
578,0.0544922,0.0351562
579,0.0128906,0.0128906
580,0.0128906,0.0128906
581,0.0128906,0.0128906
582,0.0128906,0.0128906
583,0.0128906,0.0128906
584,0.0128906,0.0128906
585,0.0128906,0.0128906
586,0.0128906,0.0128906
587,0.0128906,0.0128906
588,0.0128906,0.0128906
589,0.0128906,0.0128906
590,0.0128906,0.0128906
591,0.0128906,0.0128906
592,0.0128906,0.0128906
593,0.0128906,0.0128906
594,0.0128906,0.0128906
595,0.0128906,0.0128906
596,0.0128906,0.0128906
597,0.0128906,0.0128906
598,0.285937,0.245508
599,0.285937,0.245508
600,0.285937,0.245508
601,0.285937,0.245508
602,0.285937,0.245508
603,0.285937,0.245508
604,0.302734,0.245898
605,0.302734,0.245898
606,0.302734,0.245898
607,0.315625,0.258789
608,0.315625,0.258789
609,0.315625,0.258789
610,0.315625,0.258789
611,0.315625,0.258789
612,0.315625,0.258789
613,0.315625,0.258789
614,0.315625,0.258789
615,0.315625,0.258789
616,0.315625,0.258789
617,0.315625,0.258789
618,0.315625,0.258789
619,0.315625,0.258789
620,0.315625,0.258789
621,0.315625,0.258789
622,0.315625,0.258789
623,0.315625,0.258789
624,0.315625,0.258789
625,0.315625,0.258789
626,0.0105469,0.0117188
627,0.0105469,0.0117188
628,0.0105469,0.0117188
629,0.0105469,0.0117188
630,0.0105469,0.0117188
631,0.0105469,0.0117188
632,0.0128906,0.0128906
633,0.0128906,0.0128906
634,0.0128906,0.0128906
635,0.0128906,0.0128906
636,0.0257812,0.0257812
637,0.0257812,0.0257812
638,0.0257812,0.0257812
639,0.0257812,0.0257812
640,0.0257812,0.0257812
641,0.0257812,0.0257812
642,0.0257812,0.0257812
643,0.0257812,0.0257812
644,0.0257812,0.0257812
645,0.0257812,0.0257812
646,0.0257812,0.0257812
647,0.0257812,0.0257812
648,0.0257812,0.0257812
649,0.0257812,0.0257812
650,0.0257812,0.0257812
651,0.0257812,0.0257812
652,0.0257812,0.0257812
653,0.0257812,0.0257812
654,0.0257812,0.0257812
655,0.0105469,0.0117188
656,0.0105469,0.0117188
657,0.0392578,0.0298828
658,0.0392578,0.0298828
659,0.0392578,0.0298828
660,0.0416016,0.0310547
661,0.0416016,0.0310547
662,0.0416016,0.0310547
663,0.0462891,0.0333984
664,0.0591797,0.0462891
665,0.0591797,0.0462891
666,0.0591797,0.0462891
667,0.0591797,0.0462891
668,0.0591797,0.0462891
669,0.0591797,0.0462891
670,0.0591797,0.0462891
671,0.0591797,0.0462891
672,0.0591797,0.0462891
673,0.0591797,0.0462891
674,0.0591797,0.0462891
675,0.0591797,0.0462891
676,0.0591797,0.0462891
677,0.0591797,0.0462891
678,0.0591797,0.0462891
679,0.0591797,0.0462891
680,0.0591797,0.0462891
681,0.0591797,0.0462891
682,0.0197266,0.0318359
683,0.0197266,0.0318359
684,0.0197266,0.0318359
685,0.0302734,0.0435547
686,0.0302734,0.0435547
687,0.0302734,0.0435547
688,0.0302734,0.0435547
689,0.0302734,0.0435547
690,0.0302734,0.0435547
691,0.0128906,0.0128906
692,0.0128906,0.0128906
693,0.0128906,0.0128906
694,0.0128906,0.0128906
695,0.38418,1.37012
696,0.38418,1.37012
697,0.38418,1.37012
698,0.38418,1.37012
699,0.38418,1.37012
700,0.38418,1.37012
701,0.38418,1.37012
702,0.38418,1.37012
703,0.38418,1.37012
704,0.38418,1.37012
705,0.38418,1.37012
706,0.38418,1.37012
707,0.38418,1.37012
708,0.38418,1.37012
709,0.38418,1.37012
710,0.0128906,0.0128906
711,0.0128906,0.0128906
712,0.0128906,0.0128906
713,0.0234375,0.0246094
714,0.0234375,0.0246094
715,0.0392578,0.0298828
716,0.0392578,0.0298828
717,0.0392578,0.0298828
718,0.0392578,0.0298828
719,0.0416016,0.0310547
720,0.0416016,0.0310547
721,0.0462891,0.0333984
722,0.0462891,0.0333984
723,0.0462891,0.0333984
724,0.0439453,0.0322266
725,0.0439453,0.0322266
726,0.0439453,0.0322266
727,0.0439453,0.0322266
728,0.0439453,0.0322266
729,0.0439453,0.0322266
730,0.0439453,0.0322266
731,0.0439453,0.0322266
732,0.0439453,0.0322266
733,0.0439453,0.0322266
734,0.0439453,0.0322266
735,0.0439453,0.0322266
736,0.0439453,0.0322266
737,0.0439453,0.0322266
738,0.0439453,0.0322266
739,0.0128906,0.0128906
740,0.0128906,0.0128906
741,0.0128906,0.0128906
742,0.0128906,0.0128906
743,0.0234375,0.0246094
744,0.0234375,0.0246094
745,0.0234375,0.0246094
746,0.0234375,0.0246094
747,0.0234375,0.0246094
748,0.0234375,0.0246094
749,0.0128906,0.0128906
750,0.0128906,0.0128906
751,0.0128906,0.0128906
752,0.0234375,0.0246094
753,0.0234375,0.0246094
754,0.0392578,0.0416016
755,0.0392578,0.0416016
756,0.0392578,0.0416016
757,0.0392578,0.0416016
758,0.0392578,0.0416016
759,0.0392578,0.0416016
760,0.0392578,0.0416016
761,0.0392578,0.0416016
762,0.0392578,0.0416016
763,0.0392578,0.0416016
764,0.0392578,0.0416016
765,0.0392578,0.0416016
766,0.0392578,0.0416016
767,0.0128906,0.0128906
768,0.0673828,0.0480469
769,0.0673828,0.0480469
770,0.0673828,0.0480469
771,0.0673828,0.0480469
772,0.0673828,0.0480469
773,0.0673828,0.0480469
774,0.0509766,0.0257812
775,0.0509766,0.0257812
776,0.0509766,0.0257812
777,0.0509766,0.0257812
778,0.0509766,0.0257812
779,0.0509766,0.0257812
780,0.0509766,0.0257812
781,0.0509766,0.0257812
782,0.0105469,0.0117188
783,0.0105469,0.0117188
784,0.0105469,0.0117188
785,0.0105469,0.0117188
786,0.0105469,0.0117188
787,0.0105469,0.0117188
788,0.0105469,0.0117188
789,0.0105469,0.0117188
790,0.0105469,0.0117188
791,0.0105469,0.0117188
792,0.0105469,0.0117188
793,0.0105469,0.0117188
794,0.0105469,0.0117188
795,0.0128906,0.0128906
796,0.0128906,0.0128906
797,0.0128906,0.0128906
798,0.0128906,0.0128906
799,0.0128906,0.0128906
800,0.0128906,0.0128906
801,0.0128906,0.0128906
802,0.0128906,0.0128906
803,0.0128906,0.0128906
804,0.0128906,0.0128906
805,0.0128906,0.0128906
806,0.0128906,0.0128906
807,0.0128906,0.0128906
808,0.0128906,0.0128906
809,0.0128906,0.0128906
810,0.0128906,0.0128906
811,0.0105469,0.0117188
812,0.0105469,0.0117188
813,0.0392578,0.0298828
814,0.0392578,0.0298828
815,0.0392578,0.0298828
816,0.0392578,0.0298828
817,0.0392578,0.0298828
818,0.0392578,0.0298828
819,0.0392578,0.0298828
820,0.0392578,0.0298828
821,0.0392578,0.0298828
822,0.0392578,0.0298828
823,0.0128906,0.0128906
824,0.0128906,0.0128906
825,0.0128906,0.0128906
826,0.0128906,0.0128906
827,0.0128906,0.0128906
828,0.0128906,0.0128906
829,0.0128906,0.0128906
830,0.0128906,0.0128906
831,0.0128906,0.0128906
832,0.0128906,0.0128906
833,0.0128906,0.0128906
834,0.0128906,0.0128906
835,0.0128906,0.0128906
836,0.0128906,0.0128906
837,0.0128906,0.0128906
838,0.0128906,0.0128906
839,0.0128906,0.0128906
840,0.0128906,0.0128906
841,0.0105469,0.0117188
842,0.0105469,0.0117188
843,0.0105469,0.0117188
844,0.0105469,0.0117188
845,0.0105469,0.0117188
846,0.0105469,0.0117188
847,0.0105469,0.0117188
848,0.0105469,0.0117188
849,0.0105469,0.0117188
850,0.0105469,0.0117188
851,0.0128906,0.0128906
852,0.0128906,0.0128906
853,0.0128906,0.0128906
854,0.0128906,0.0128906
855,0.0128906,0.0128906
856,0.0128906,0.0128906
857,0.0128906,0.0128906
858,0.0128906,0.0128906
859,0.0128906,0.0128906
860,0.0128906,0.0128906
861,0.0128906,0.0128906
862,0.0128906,0.0128906
863,0.0128906,0.0128906
864,0.0128906,0.0128906
865,0.0128906,0.0128906
866,0.0439453,0.0234375
867,0.0439453,0.0234375
868,0.0439453,0.0234375
869,0.0439453,0.0234375
870,0.0439453,0.0234375
871,0.0439453,0.0234375
872,0.0439453,0.0234375
873,0.0439453,0.0234375
874,0.0439453,0.0234375
875,0.0439453,0.0234375
876,0.0439453,0.0234375
877,0.0439453,0.0234375
878,0.0439453,0.0234375
879,0.0128906,0.0128906
880,0.0128906,0.0128906
881,0.0128906,0.0128906
882,0.0128906,0.0128906
883,0.0128906,0.0128906
884,0.0128906,0.0128906
885,0.0128906,0.0128906
886,0.0128906,0.0128906
887,0.0128906,0.0128906
888,0.0128906,0.0128906
889,0.0128906,0.0128906
890,0.0128906,0.0128906
891,0.0128906,0.0128906
892,0.0128906,0.0128906
893,0.0128906,0.0128906
894,0.0128906,0.0128906
895,0.0128906,0.0128906
896,0.0128906,0.0128906
897,0.0128906,0.0128906
898,0.0128906,0.0128906
899,0.0128906,0.0128906
900,0.0128906,0.0128906
901,0.0128906,0.0128906
902,0.0128906,0.0128906
903,0.0128906,0.0128906
904,0.0128906,0.0128906
905,0.0128906,0.0128906
906,0.0128906,0.0128906
907,0.0128906,0.0128906
908,0.0128906,0.0128906
909,0.0128906,0.0128906
910,0.0128906,0.0128906
911,0.0128906,0.0128906
912,0.0128906,0.0128906
913,0.0128906,0.0128906
914,0.0128906,0.0128906
915,0.0128906,0.0128906
916,0.0128906,0.0128906
917,0.0128906,0.0128906
918,0.0128906,0.0128906
919,0.0128906,0.0128906
920,0.0128906,0.0128906
921,0.0128906,0.0128906
922,0.0128906,0.0128906
923,0.0128906,0.0128906
924,0.0128906,0.0128906
925,0.0128906,0.0128906
926,0.0128906,0.0128906
927,0.763477,0.636719
928,0.763477,0.636719
929,0.763477,0.636719
930,0.763477,0.636719
931,0.763477,0.636719
932,0.763477,0.636719
933,0.763477,0.636719
934,0.763477,0.636719
935,0.0943359,0.0951172
936,0.107227,0.108008
937,0.107227,0.108008
938,0.107227,0.108008
939,0.107227,0.108008
940,0.107227,0.108008
941,0.107227,0.108008
942,0.107227,0.108008
943,0.107227,0.108008
944,0.107227,0.108008
945,0.107227,0.108008
946,0.107227,0.108008
947,0.107227,0.108008
948,0.107227,0.108008
949,0.107227,0.108008
950,0.107227,0.108008
951,0.107227,0.108008
952,0.107227,0.108008
953,0.107227,0.108008
954,0.107227,0.108008
955,0.0128906,0.0128906
956,0.0128906,0.0128906
957,0.0128906,0.0128906
958,0.0128906,0.0128906
959,0.0128906,0.0128906
960,0.0128906,0.0128906
961,0.0128906,0.0128906
962,0.0128906,0.0128906
963,0.0128906,0.0128906
964,0.0257812,0.0257812
965,0.0257812,0.0257812
966,0.0257812,0.0257812
967,0.0257812,0.0257812
968,0.0257812,0.0257812
969,0.0257812,0.0257812
970,0.0257812,0.0257812
971,0.0257812,0.0257812
972,0.0257812,0.0257812
973,0.0257812,0.0257812
974,0.0257812,0.0257812
975,0.0257812,0.0257812
976,0.0257812,0.0257812
977,0.0257812,0.0257812
978,0.0257812,0.0257812
979,0.0257812,0.0257812
980,0.393945,0.368359
981,0.393945,0.368359
982,0.413672,0.400195
983,0.426562,0.413086
984,0.426562,0.413086
985,0.053125,0.0447266
986,0.0660156,0.078125
987,0.0660156,0.078125
988,0.0660156,0.078125
989,0.0660156,0.078125
990,0.0660156,0.078125
991,0.0660156,0.078125
992,0.0128906,0.0128906
993,0.0128906,0.0128906
994,0.0462891,0.0462891
995,0.0462891,0.0462891
996,0.441016,1.41602
997,0.441016,1.41602
998,0.441016,1.41602
999,0.441016,1.41602
1000,0.441016,1.41602
1001,0.441016,1.41602
1002,0.441016,1.41602
1003,0.441016,1.41602
1004,0.441016,1.41602
1005,0.441016,1.41602
1006,0.441016,1.41602
1007,0.441016,1.41602
1008,0.0105469,0.0117188
1009,0.0105469,0.0117188
1010,0.0105469,0.0117188
1011,0.0234375,0.0246094
1012,0.0234375,0.0246094
1013,0.0234375,0.0246094
1014,0.0257812,0.0257812
1015,0.0257812,0.0257812
1016,0.0257812,0.0257812
1017,0.0257812,0.0257812
1018,0.0257812,0.0257812
1019,0.0257812,0.0257812
1020,0.0257812,0.0257812
1021,0.0257812,0.0257812
1022,0.0128906,0.0128906
1023,0.0128906,0.0128906
1024,0.0234375,0.0246094
1025,0.0234375,0.0246094
1026,0.0234375,0.0246094
1027,0.0234375,0.0246094
1028,0.0234375,0.0246094
1029,0.0234375,0.0246094
1030,0.0234375,0.0246094
1031,0.0234375,0.0246094
1032,0.0234375,0.0246094
