time,ping
2362,54.9
2363,51.4
2364,52.3
2365,55.3
2366,75.3
2367,52.1
2368,42.3
2369,75
2370,54.9
2371,59.5
2372,58.1
2373,73.8
2374,105
2375,39.4
2376,56.6
2377,71.8
2378,72
2379,70.1
2380,64.1
2381,73.8
2382,61.2
2383,40.7
2384,38.8
2385,47.5
2386,42.6
2387,52.1
2388,70.6
2389,79.6
2390,123
2391,51.4
2392,64.2
2393,48.3
2394,83.2
2395,75.8
2396,59.9
2397,79.4
2398,43.6
2399,51.4
2400,72
2401,41.2
2402,59.4
2403,52.4
2404,67.7
2405,65.2
2406,49.5
2407,47.4
2408,76.9
2409,46.2
2410,57.4
2411,40.9
2412,55.1
2413,57.9
2414,54.6
2415,65.3
2416,67.4
2417,52.3
2418,52.1
2419,64.7
2420,70
2421,41.9
2422,61.7
2423,52
2424,73.5
2425,53.4
2426,57.5
2427,56.5
2428,59
2429,84.4
2430,42.9
2431,52.6
2432,45.5
2433,45.5
2434,56.7
2435,44.1
2436,56.3
2437,58.4
2438,60
2439,61.9
2440,65
2441,48.6
2442,53.8
2443,56.6
2444,80
2445,88.5
2446,69.5
2447,68.4
2448,40
2449,54.9
2450,505
2451,56.9
2452,50
2453,44.9
2454,72.8
2455,76.6
2456,63.9
2457,219
2458,118
2459,136
2460,124
2461,95.3
2462,127
2463,103
2464,144
2465,111
2466,107
2467,111
2468,109
2469,101
2470,151
2471,174
2472,165
2473,107
2474,144
2475,115
2476,113
2477,128
2478,6803
2479,5798
2480,4841
2481,3817
2482,2797
2483,1834
2484,810
2485,114
2486,174
2487,169
2488,126
2489,114
2490,112
2491,90.9
2492,130
2493,740
2494,222
2495,153
2496,176
2497,135
2498,126
2499,112
2500,136
2501,128
2502,118
2503,253
2504,233
2505,125
2506,121
2507,115
2508,142
2509,166
2510,103
2511,94.1
2512,169
2513,1131
2514,114
2515,234
2516,121
2517,60.1
2518,135
2519,94.1
2520,137
2521,100
2522,87.5
2523,46.4
2524,85
2525,38.4
2526,88.3
2527,66.9
2528,82.4
2529,114
2530,58.2
2531,52.2
2532,86.4
2533,61.7
2534,48.5
2535,85
2536,116
2537,66.8
2538,44.8
2539,45.4
2540,90.6
2541,104
2542,87.3
2543,52.1
2544,53.6
2545,61.1
2546,94.8
2547,47.6
2548,41.6
2549,59.8
2550,58.1
2551,121
2552,51.8
2553,50.5
2554,77.9
2555,56.3
2556,60.2
2557,64.6
2558,73.8
2559,100
2560,64
2561,64.6
2562,86.3
2563,87.5
2564,54.9
2565,71.6
2566,52.5
2567,55.2
2568,86.1
2569,58.5
2570,91.3
2571,58.6
2572,47.3
2573,84.7
2574,54.4
2575,123
2576,84.5
2577,67.7
2578,56.2
2579,58.3
2580,62.8
2581,85.7
2582,81.9
2583,57.6
2584,39.1
2585,108
2586,100
2587,76.4
2588,82.2
2589,46.9
2590,56.1
2591,65.3
2592,52.5
2593,51.3
2594,40.8
2595,63.4
2596,76
2597,43.3
2598,51.9
2599,55.7
2600,63.6
2601,48.5
2602,61.8
2603,52.4
2604,81.7
2605,62.7
2606,430
2607,151
2608,58.1
2609,67.7
2610,62.8
2611,58.1
2612,51.8
2613,66.7
2614,55.7
2615,705
2616,228
2617,61.4
2618,95.6
2619,56.8
2620,46.1
2621,58.1
2622,78.5
2623,57.6
2624,62.2
2625,91.3
2626,72.1
2627,61
2628,52.8
2629,85.6
2630,61.1
2631,66.8
2632,55.7
2633,50.9
2634,46.2
2635,127
2636,206
2637,154
2638,85
2639,56.9
2640,137
2641,43.6
2642,67.4
2643,52.6
2644,53
2645,119
2646,70.9
2647,83.5
2648,82
2649,48.7
2650,56
2651,47.9
2652,43.4
2653,67.1
2654,76.3
2655,121
2656,72
2657,128
2658,103
2659,73.4
2660,83.4
2661,50.9
2662,70
2663,103
2664,70
2665,98
2666,126
2667,97.9
2668,90
,
---,
